Question,label,pred,diff
Stress and anxiety are both part of the human experience and can serve a protective purpose.,1,1,0
Anxiety is purely a result of irrational thinking and has no basis in reality.,0,0,0
Is sadness a normal reaction to a loss or difficult situations?,1,1,0
Feeling sad from time to time is a part of being human.,1,1,0
Does sadness go away quickly in most cases?,1,0,-1
Is feeling low another way to talk about sadness?,1,1,0
Can a person say they are feeling 'depressed' without having the illness of depression?,1,1,0
Depression is a mental illness that affects your mood.,1,1,0
Does depression influence the way you understand yourself and the world around you?,1,1,0
Can depression be known by different names like clinical depression or major depressive disorder?,1,1,0
Can depression last for a long time?,1,1,0
Is depression more than just sadness or low mood?,1,1,0
Do people with depression sometimes feel worthless or hopeless?,1,1,0
Is it common for people with depression to feel unreasonable guilt?,1,1,0
Can depression be experienced as anger or irritability?,1,1,0
Does depression affect the ability to concentrate or make decisions?,1,1,0
Do most people with depression lose interest in activities they used to enjoy?,1,1,0
Do people with depression often isolate themselves from others?,1,1,0
"Are there physical signs of depression, such as problems with sleep, appetite, and energy?",1,1,0
Can depression cause unexplainable aches or pains?,1,1,0
Do some people with depression experience difficult thoughts about death or suicide?,1,1,0
Does depression typically last longer than two weeks?,1,1,0
Does depression usually go away on its own?,0,0,0
Does depression impact a person's life?,1,1,0
Is depression a real illness?,1,1,0
Can depression be effectively treated?,1,1,0
Is it important to seek help if you're concerned about depression?,1,1,0
Can sadness be considered an illness like depression?,0,0,0
Is feeling down the same as feeling low or feeling blue?,1,1,0
Can sadness be a reaction to disappointment?,1,1,0
Does feeling sad occasionally indicate there's a problem?,0,0,0
Is depression a fleeting emotion like sadness?,0,0,0
Can sadness impact a person's daily life?,1,1,0
Is depression a temporary emotional state?,0,0,0
Can sadness be considered a mental illness?,0,0,0
Does depression only last for a short time?,0,0,0
Can depression be resolved without any treatment?,0,0,0
Is depression solely related to one's mood?,0,0,0
Does depression always have a specific reason for occurring?,0,0,0
Is depression unrelated to how a person views themselves?,0,0,0
Can depression be managed without professional help?,0,1,1
Is it possible for sadness to persist for a long time?,0,1,1
Does feeling low indicate a deeper underlying issue?,1,1,0
Can depression lead to physical symptoms?,1,1,0
Is it accurate to say that depression is less severe than sadness?,0,0,0
Can depression be described as a temporary emotional state?,0,0,0
Is feeling blue synonymous with being depressed?,0,0,0
Can depression go away on its own without any intervention?,0,0,0
Is depression primarily a physical illness?,0,0,0
Can sadness be a symptom of depression?,1,1,0
Is depression only characterized by feeling sad?,0,0,0
Can sadness be considered a significant part of human experience?,1,1,0
Is depression solely an emotional response to life's difficulties?,0,0,0
Can depression impact a person's ability to socialize with others?,1,1,0
Is Dysthymia the same as persistent depressive disorder (PDD)?,1,1,0
Dysthymia is no longer considered a mood disorder.,0,0,0
PDD and major depressive disorder have no difference in symptoms.,0,0,0
Can someone be diagnosed with PDD if they experience five symptoms?,0,1,1
Major depressive disorder lasts for at least two years.,0,0,0
Is it possible to be diagnosed with major depressive disorder for two weeks?,0,1,1
PDD involves more symptoms than major depressive disorder.,0,0,0
Does PDD last for at least two years without periods of wellness?,1,1,0
People diagnosed with PDD may assume it's just part of their personality.,1,1,0
PDD cannot be effectively treated.,0,0,0
Should you consult a doctor if you suspect you have PDD?,1,1,0
Does PDD affect the ability to work and enjoy hobbies as severely as major depressive disorder?,1,1,0
Persistent depressive disorder is the new name for Dysthymia.,1,1,0
Major depressive disorder lasts for at least two weeks without wellness.,1,1,0
Are there two to four symptoms associated with major depressive disorder?,0,0,0
Can PDD be considered a mood disorder?,1,0,-1
PDD lasts for a shorter duration compared to major depressive disorder.,0,0,0
Is it possible to experience no symptoms with PDD for two years?,0,0,0
Are there five or more symptoms associated with PDD?,0,1,1
Major depressive disorder can last for just two days.,0,0,0
PDD affects the ability to work productively and enjoy hobbies.,1,1,0
Is it accurate to say that PDD is less severe than major depressive disorder?,0,0,0
Can PDD be treated effectively with professional help?,1,1,0
Is major depressive disorder just part of someone's personality?,0,0,0
Does PDD only affect one's ability to work productively?,0,0,0
Someone diagnosed with PDD can have no periods of wellness for two years.,1,0,-1
Is it necessary to seek help from a mental health professional for PDD?,1,1,0
PDD and major depressive disorder have the same symptoms.,0,0,0
Can someone be diagnosed with major depressive disorder for two months?,0,1,1
Is it possible to have PDD for less than two years?,0,0,0
PDD may be misinterpreted as part of one's personality.,1,1,0
Major depressive disorder can have symptoms lasting only two days.,0,0,0
Does PDD affect the ability to enjoy hobbies?,1,1,0
Is PDD related to major depressive disorder?,1,1,0
Major depressive disorder can have symptoms lasting two weeks.,1,1,0
Does PDD involve fewer symptoms compared to major depressive disorder?,1,1,0
Is it necessary to talk to a doctor if one suspects they have PDD?,1,1,0
PDD can have symptoms lasting for at least one year.,0,1,1
Is it possible to have five or more symptoms with PDD?,0,1,1
Major depressive disorder can last for at least one year.,0,1,1
PDD affects work productivity and ability to enjoy hobbies severely.,1,1,0
Is PDD considered a type of mood disorder?,1,0,-1
